"053217";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"055717";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063217";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"065717";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073217";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"075717";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053218";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"055718";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"063218";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"065718";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"073218";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"075718";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"053219";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"055719";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063219";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"065719";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073219";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"075719";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053220";"CREDITOS";"055720";"CREDITOS";"063220";"CREDITOS";"065720";"CREDITOS";"073220";"CREDITOS";"075720";"CREDITOS"
"053221";"SUBSIDIOS DIRECTOS";"055721";"SUBSIDIOS DIRECTOS";"063221";"SUBSIDIOS DIRECTOS";"065721";"SUBSIDIOS DIRECTOS";"073221";"SUBSIDIOS DIRECTOS";"075721";"SUBSIDIOS DIRECTOS"
"053222";"TRANSFERENCIAS";"055722";"TRANSFERENCIAS";"063222";"TRANSFERENCIAS";"065722";"TRANSFERENCIAS";"073222";"TRANSFERENCIAS";"075722";"TRANSFERENCIAS"
"053223";"INVERSIONES Y APORTES FINANCIEROS";"055723";"INVERSIONES Y APORTES FINANCIEROS";"063223";"INVERSIONES Y APORTES FINANCIEROS";"065723";"INVERSIONES Y APORTES FINANCIEROS";"073223";"INVERSIONES Y APORTES FINANCIEROS";"075723";"INVERSIONES Y APORTES FINANCIEROS"
"053224";"CAPITALIZACION";"055724";"CAPITALIZACION";"063224";"CAPITALIZACION";"065724";"CAPITALIZACION";"073224";"CAPITALIZACION";"075724";"CAPITALIZACION"
"053225";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES";"055725";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES";"063225";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES";"065725";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES";"073225";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES";"075725";"PAGOS SUELDOS, SALARIOS Y CONTRIBUCIONES PARAFISCALES"
"053227";"CONTRATOS PARA PRESTACION DE SERVICIOS";"055727";"CONTRATOS PARA PRESTACION DE SERVICIOS";"063227";"CONTRATOS PARA PRESTACION DE SERVICIOS";"065727";"CONTRATOS PARA PRESTACION DE SERVICIOS";"073227";"CONTRATOS PARA PRESTACION DE SERVICIOS";"075727";"CONTRATOS PARA PRESTACION DE SERVICIOS"
"053228";"REGIMEN SUBSIDIADO";"055728";"REGIMEN SUBSIDIADO";"063228";"REGIMEN SUBSIDIADO";"065728";"REGIMEN SUBSIDIADO";"073228";"REGIMEN SUBSIDIADO";"075728";"REGIMEN SUBSIDIADO"
"053229";"SALUD PUBLICA";"055729";"SALUD PUBLICA";"063229";"SALUD PUBLICA";"065729";"SALUD PUBLICA";"073229";"SALUD PUBLICA";"075729";"SALUD PUBLICA"
"053230";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA";"055730";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA";"063230";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA";"065730";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA";"073230";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA";"075730";"PRESTACION DE SERVICIOS PARA POBLACION NO AFILIADA"
"053239";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL";"055739";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL";"063239";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL";"065739";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL";"073239";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL";"075739";"PAGO DE INDEMNIZACIONES Y PASIVO LABORAL - REORGANIZACION ADMINISTRATIVA Y SANEAMIENTO FISCAL"
"053290";"OTROS PROGRAMAS DE INVERSION";"055790";"OTROS PROGRAMAS DE INVERSION";"063290";"OTROS PROGRAMAS DE INVERSION";"065790";"OTROS PROGRAMAS DE INVERSION";"073290";"OTROS PROGRAMAS DE INVERSION";"075790";"OTROS PROGRAMAS DE INVERSION"
"053291";"RESERVAS PRESUPUESTALES";"055791";"RESERVAS PRESUPUESTALES";"063291";"RESERVAS PRESUPUESTALES";"065791";"RESERVAS PRESUPUESTALES";"073291";"RESERVAS PRESUPUESTALES";"075791";"RESERVAS PRESUPUESTALES"
"053292";"PASIVOS EXIGIBLES";"055792";"PASIVOS EXIGIBLES";"063292";"PASIVOS EXIGIBLES";"065792";"PASIVOS EXIGIBLES";"073292";"PASIVOS EXIGIBLES";"075792";"PASIVOS EXIGIBLES"
"0533";"SECTOR COMUNICACIONES - APROBADOS (CR)";"0558";"SECTOR COMUNICACIONES - POR EJECUTAR (DB)";"0633";"SECTOR COMUNICACIONES - COMPROMISOS (DB)";"0658";"SECTOR COMUNICACIONES - OBLIGACIONES (DB)";"0733";"SECTOR COMUNICACIONES - PAGOS EN EFECTIVO (DB)";"0758";"SECTOR COMUNICACIONES - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"053301";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"055801";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"063301";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"065801";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"073301";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"075801";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"053302";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"055802";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063302";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"065802";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073302";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"075802";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053303";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"055803";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063303";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"065803";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073303";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"075803";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053304";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"055804";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"063304";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"065804";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"073304";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"075804";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053305";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"055805";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"063305";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"065805";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"073305";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"075805";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053306";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"055806";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"063306";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"065806";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"073306";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"075806";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"053307";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"055807";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063307";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"065807";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073307";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"075807";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053308";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"055808";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063308";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"065808";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073308";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"075808";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053309";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"055809";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"063309";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"065809";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"073309";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"075809";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"053310";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"055810";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"063310";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"065810";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"073310";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"075810";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"053311";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"055811";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"063311";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"065811";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"073311";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"075811";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"053312";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"055812";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"063312";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"065812";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"073312";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"075812";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"053313";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"055813";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"063313";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"065813";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"073313";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"075813";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"053314";"ESTUDIOS DE PREINVERSION";"055814";"ESTUDIOS DE PREINVERSION";"063314";"ESTUDIOS DE PREINVERSION";"065814";"ESTUDIOS DE PREINVERSION";"073314";"ESTUDIOS DE PREINVERSION";"075814";"ESTUDIOS DE PREINVERSION"
"053315";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"055815";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"063315";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"065815";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"073315";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"075815";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"053316";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"055816";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"063316";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"065816";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"073316";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"075816";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
"053317";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"055817";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063317";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"065817";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073317";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"075817";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"055818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"063318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"065818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"073318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"075818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"053319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"055819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"065819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"075819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053322";"TRANSFERENCIAS";"055822";"TRANSFERENCIAS";"063322";"TRANSFERENCIAS";"065822";"TRANSFERENCIAS";"073322";"TRANSFERENCIAS";"075822";"TRANSFERENCIAS"
"053323";"INVERSIONES Y APORTES FINANCIEROS";"055823";"INVERSIONES Y APORTES FINANCIEROS";"063323";"INVERSIONES Y APORTES FINANCIEROS";"065823";"INVERSIONES Y APORTES FINANCIEROS";"073323";"INVERSIONES Y APORTES FINANCIEROS";"075823";"INVERSIONES Y APORTES FINANCIEROS"
"053324";"CAPITALIZACION";"055824";"CAPITALIZACION";"063324";"CAPITALIZACION";"065824";"CAPITALIZACION";"073324";"CAPITALIZACION";"075824";"CAPITALIZACION"
"053390";"OTROS PROGRAMAS DE INVERSION";"055890";"OTROS PROGRAMAS DE INVERSION";"063390";"OTROS PROGRAMAS DE INVERSION";"065890";"OTROS PROGRAMAS DE INVERSION";"073390";"OTROS PROGRAMAS DE INVERSION";"075890";"OTROS PROGRAMAS DE INVERSION"
"053391";"RESERVAS PRESUPUESTALES";"055891";"RESERVAS PRESUPUESTALES";"063391";"RESERVAS PRESUPUESTALES";"065891";"RESERVAS PRESUPUESTALES";"073391";"RESERVAS PRESUPUESTALES";"075891";"RESERVAS PRESUPUESTALES"
"053392";"PASIVOS EXIGIBLES";"055892";"PASIVOS EXIGIBLES";"063392";"PASIVOS EXIGIBLES";"065892";"PASIVOS EXIGIBLES";"073392";"PASIVOS EXIGIBLES";"075892";"PASIVOS EXIGIBLES"
"0534";"SECTOR ENERGIA - APROBADOS (CR)";"0559";"SECTOR ENERGIA POR EJECUTAR";"0634";"SECTOR ENERGIA - COMPROMISOS (DB)";"0659";"SECTOR ENERGIA POR - OBLIGACIONES (DB)";"0734";"SECTOR ENERGIA - PAGOS EN EFECTIVO (DB)";"0759";"SECTOR ENERGIA - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"053401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"055901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"063401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"065901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"073401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"075901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"053402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"055902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"065902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"075902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"055903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"065903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"075903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"055904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"063404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"065904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"073404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"075904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"055905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"063405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"065905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"073405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"075905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"055906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"063406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"065906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"073406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"075906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"053407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"055907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"065907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"075907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"055908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"065908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"075908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"055909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"063409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"065909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"073409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"075909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS  ADMINISTRATIVOS"
